CustomerID,Age,Gender,MembershipTier,TenureMonths,RecencyDays,Frequency,MonetaryTotal,AvgBasketSize,ComplaintCount,Churn
CUST_02195,39,Other,Bronze,29,12,3,654.06,218.02,0,0
CUST_02196,34,M,Bronze,3,17,4,1059.40,264.85,0,1
CUST_02197,21,F,Bronze,22,3,5,2042.88,408.58,1,0
CUST_02198,43,F,Bronze,6,45,3,1242.60,414.20,0,0
CUST_02199,42,F,Bronze,2,24,4,2063.40,515.85,0,0
CUST_02200,40,M,Bronze,9,9,4,1932.11,483.03,0,0
CUST_02201,48,Other,Bronze,16,53,5,2339.85,467.97,0,0
CUST_02202,38,M,Gold,18,1,16,23714.07,1482.13,0,0
CUST_02203,29,F,Silver,18,52,7,3018.14,431.16,0,1
CUST_02204,43,F,Bronze,13,6,4,1607.35,401.84,1,0
CUST_02205,37,F,Silver,57,40,7,4075.27,582.18,0,0
CUST_02206,31,Other,Gold,10,6,18,19065.68,1059.20,1,0
CUST_02207,47,F,Bronze,26,8,3,861.42,287.14,0,0
CUST_02208,22,M,Bronze,24,3,4,1401.86,350.46,1,1
CUST_02209,24,F,Silver,7,104,7,4540.37,648.62,1,1
CUST_02210,25,F,Platinum,10,16,23,45387.01,1973.35,0,0
CUST_02211,25,M,Silver,31,14,7,4469.00,638.43,0,0
CUST_02212,56,F,Silver,8,11,9,6267.79,696.42,1,0
CUST_02213,,F,Silver,6,57,10,8498.23,849.82,1,1
CUST_02214,38,M,Bronze,45,10,3,754.49,251.50,0,0
CUST_02215,35,F,Bronze,16,23,3,727.64,242.55,0,0
CUST_02216,39,M,Gold,48,4,17,15265.68,897.98,0,0
CUST_02217,45,Other,Bronze,6,22,4,1021.94,255.49,0,0
CUST_02218,27,F,Silver,13,2,7,5543.36,791.91,0,0
CUST_02219,58,F,Bronze,16,17,3,1131.89,377.30,1,0
CUST_02220,54,Other,Gold,54,5,20,26148.55,1307.43,0,0
CUST_02221,37,M,Bronze,10,28,4,2009.55,502.39,0,0
CUST_02222,18,Other,Silver,11,32,7,4447.09,635.30,0,1
CUST_02223,18,M,Bronze,1,85,5,1466.05,293.21,1,1
CUST_02224,41,F,Gold,18,3,13,9351.73,719.36,0,0
CUST_02225,47,M,Silver,5,14,6,2803.29,467.21,1,0
CUST_02226,52,Other,Gold,18,120,8,8550.16,1068.77,0,1
CUST_02227,18,F,Gold,14,111,20,26675.50,1333.78,0,1
CUST_02228,51,Other,Bronze,37,20,3,1350.35,450.12,1,0
CUST_02229,33,M,Bronze,1,12,4,1556.43,389.11,1,1
CUST_02230,51,Other,Platinum,28,7,24,59884.44,2495.18,0,0
CUST_02231,18,Other,Platinum,14,24,17,26498.28,1558.72,1,0
CUST_02232,19,F,Bronze,34,5,4,1417.59,354.40,0,0
CUST_02233,25,M,Silver,15,11,8,4825.53,603.19,0,0
CUST_02234,18,F,Silver,4,42,8,2720.12,340.01,0,0
CUST_02235,46,F,Bronze,16,1,5,2178.34,435.67,0,0
CUST_02236,42,F,Silver,7,18,8,6048.43,756.05,0,0
CUST_02237,37,F,Bronze,15,1,5,2511.49,502.30,0,0
CUST_02238,55,M,Gold,21,1,12,18705.68,1558.81,0,0
CUST_02239,64,M,Bronze,19,1,5,1039.22,207.84,1,0
CUST_02240,32,F,Silver,9,1,8,5485.79,685.72,1,0
CUST_02241,36,Other,Gold,15,14,13,16940.52,1303.12,0,0
CUST_02242,,Other,Bronze,44,14,5,2118.30,423.66,1,0
CUST_02243,45,Other,Silver,32,15,9,4210.55,467.84,0,0
CUST_02244,20,Other,Bronze,7,17,4,1287.38,321.85,0,0
CUST_02245,61,Other,Bronze,16,5,4,1350.63,337.66,1,0
CUST_02246,46,M,Gold,53,61,8,11572.64,1446.58,0,0
CUST_02247,41,M,Bronze,12,13,4,1718.50,429.62,0,0
CUST_02248,43,Other,Bronze,24,12,2,748.27,374.13,1,0
CUST_02249,47,Other,Gold,4,48,16,25595.69,1599.73,0,0
CUST_02250,39,M,Bronze,12,22,4,2008.17,502.04,0,0
CUST_02251,30,F,Silver,5,52,6,4014.82,669.14,2,1
CUST_02252,55,M,Silver,8,18,6,4205.08,700.85,1,0
CUST_02253,43,F,Bronze,8,93,5,1320.22,264.04,0,1
CUST_02254,25,F,Platinum,37,2,25,81176.49,3247.06,0,0
CUST_02255,32,M,Bronze,29,52,2,606.76,303.38,1,0
CUST_02256,31,M,Gold,11,26,13,14676.50,1128.96,2,0
CUST_02257,49,F,Bronze,35,3,2,478.63,239.31,0,0
CUST_02258,49,F,Silver,25,8,9,6005.50,667.28,0,0
CUST_02259,34,Other,Bronze,37,9,4,871.76,217.94,2,0
CUST_02260,22,F,Silver,72,49,8,5640.11,705.01,0,0
CUST_02261,22,M,Silver,11,22,8,5337.30,667.16,0,0
CUST_02262,38,F,Bronze,3,15,2,715.03,357.51,0,0
CUST_02263,25,Other,Gold,21,28,15,19551.54,1303.44,0,0
CUST_02264,34,F,Silver,2,16,8,5168.64,646.08,1,0
CUST_02265,42,Other,Platinum,43,7,23,42322.74,1840.12,0,0
CUST_02266,18,M,Silver,25,24,7,4592.34,656.05,0,0
CUST_02267,41,M,Bronze,10,5,3,820.88,273.63,0,0
CUST_02268,30,F,Bronze,13,36,3,903.90,301.30,0,0
CUST_02269,37,M,Gold,17,16,14,12179.87,869.99,0,0
CUST_02270,18,F,Gold,27,40,12,14212.24,1184.35,1,1
CUST_02271,19,Other,Gold,53,120,14,20054.21,1432.44,0,1
CUST_02272,52,F,Bronze,3,24,3,677.55,225.85,1,0
CUST_02273,40,Other,Silver,1,33,6,4699.45,783.24,1,0
CUST_02274,26,Other,Bronze,3,1,3,751.92,250.64,0,0
CUST_02275,48,F,Platinum,1,22,22,35389.92,1608.63,0,0
CUST_02276,44,M,Bronze,3,3,4,1805.48,451.37,0,0
CUST_02277,47,F,Bronze,4,27,3,793.30,264.43,0,0
CUST_02278,28,F,Bronze,37,38,4,1739.22,434.81,0,0
CUST_02279,30,Other,Bronze,44,11,5,1917.85,383.57,0,0
CUST_02280,47,F,Bronze,22,25,1,336.57,336.57,1,1
CUST_02281,25,Other,Bronze,13,3,3,1545.35,515.12,0,0
CUST_02282,46,M,Bronze,11,13,4,1154.24,288.56,0,0
CUST_02283,36,F,Platinum,2,13,25,54341.60,2173.66,0,0
CUST_02284,37,F,Silver,7,43,5,3309.70,661.94,0,1
CUST_02285,53,Other,Bronze,15,26,2,703.14,351.57,1,1
CUST_02286,63,M,Silver,8,38,8,3699.89,462.49,0,0
CUST_02287,31,F,Silver,22,27,10,4376.59,437.66,1,0
CUST_02288,25,M,Bronze,15,4,4,1419.24,354.81,1,0
CUST_02289,43,Other,Gold,5,22,17,19835.00,1166.76,0,0
CUST_02290,32,M,Silver,6,29,9,3697.22,410.80,1,0
CUST_02291,47,F,Silver,7,13,9,6180.06,686.67,0,0
CUST_02292,36,F,Gold,10,7,15,17926.98,1195.13,0,0
CUST_02293,65,M,Bronze,11,11,2,883.41,441.70,0,0
CUST_02294,35,F,Silver,47,42,6,4497.32,749.55,0,0
CUST_02295,40,Other,Platinum,39,11,18,36503.52,2027.97,0,0
CUST_02296,53,F,Bronze,63,26,3,998.38,332.79,0,0
CUST_02297,20,M,Gold,6,40,12,13778.56,1148.21,0,0
CUST_02298,36,F,Bronze,7,15,4,1442.84,360.71,1,0
CUST_02299,31,Other,Bronze,1,69,3,1069.23,356.41,0,1
CUST_02300,52,Other,Platinum,14,25,25,62377.80,2495.11,0,0
CUST_02301,23,F,Bronze,33,4,3,1238.32,412.77,1,1
CUST_02302,30,Other,Bronze,15,6,2,677.10,338.55,0,1
CUST_02303,39,M,Silver,51,120,10,7979.57,797.96,1,1
CUST_02304,49,F,Gold,9,15,13,11332.26,871.71,1,0
CUST_02305,38,F,Bronze,21,5,4,1721.72,430.43,1,0
CUST_02306,50,M,Bronze,1,15,5,1295.61,259.12,0,0
CUST_02307,28,F,Bronze,27,9,3,1432.37,477.46,1,0
CUST_02308,33,F,Bronze,13,27,5,1579.81,315.96,2,1
CUST_02309,52,Other,Bronze,1,9,3,1222.71,407.57,0,0
CUST_02310,33,Other,Bronze,28,35,6,2896.29,482.71,0,0
CUST_02311,48,M,Silver,29,1,7,5620.17,802.88,0,0
CUST_02312,20,F,Silver,18,91,6,3525.62,587.60,0,1
CUST_02313,44,F,Bronze,22,37,3,1353.00,451.00,0,0
CUST_02314,18,Other,Gold,13,9,19,21317.83,1121.99,0,0
CUST_02315,23,M,Silver,10,12,6,4633.81,772.30,0,0
CUST_02316,27,Other,Bronze,39,10,4,1614.77,403.69,0,0
CUST_02317,33,M,Platinum,5,86,20,50773.80,2538.69,0,1
CUST_02318,37,F,Gold,28,4,19,25216.42,1327.18,0,0
CUST_02319,26,F,Gold,2,7,16,23555.08,1472.19,0,0
CUST_02320,30,M,Bronze,17,6,2,639.22,319.61,2,1
CUST_02321,18,F,Gold,22,17,6,9983.07,1663.85,0,0
CUST_02322,42,Other,Silver,1,8,10,6935.18,693.52,1,1
CUST_02323,57,Other,Platinum,24,16,22,56226.88,2555.77,0,0
CUST_02324,24,Other,Gold,45,21,21,25698.01,1223.71,0,0
CUST_02325,39,F,Bronze,17,2,4,1710.71,427.68,1,0
CUST_02326,39,F,Silver,11,56,7,4461.13,637.30,0,1
CUST_02327,32,F,Bronze,14,15,3,856.07,285.36,2,0
CUST_02328,46,F,Bronze,5,23,3,978.26,326.09,0,1
CUST_02329,28,F,Bronze,4,2,4,1275.69,318.92,1,0
CUST_02330,45,M,Bronze,9,70,4,1878.55,469.64,0,1
CUST_02331,37,Other,Bronze,1,55,3,905.54,301.85,1,0
CUST_02332,26,M,Silver,6,78,8,5592.59,699.07,0,1
CUST_02333,45,Other,Silver,29,89,6,2980.79,496.80,1,1
CUST_02334,35,Other,Gold,5,8,12,12206.35,1017.20,0,0
CUST_02335,28,M,Silver,3,49,11,6871.40,624.67,0,1
CUST_02336,33,Other,Gold,17,28,11,12966.63,1178.78,0,0
CUST_02337,55,F,Bronze,6,17,4,1545.14,386.29,0,0
CUST_02338,29,F,Bronze,9,36,4,1868.39,467.10,0,0
CUST_02339,43,F,Bronze,30,57,5,2377.02,475.40,1,1
CUST_02340,23,F,Bronze,11,44,4,1513.19,378.30,0,1
CUST_02341,31,F,Silver,20,40,4,3360.43,840.11,0,0
CUST_02342,26,Other,Bronze,13,15,4,1287.27,321.82,0,0
CUST_02343,45,Other,Gold,4,36,14,17846.01,1274.71,0,0
CUST_02344,40,M,Silver,14,7,7,3933.44,561.92,0,0
CUST_02345,34,Other,Silver,30,32,10,7663.37,766.34,0,0
CUST_02346,57,F,Platinum,7,5,18,46423.81,2579.10,0,0
CUST_02347,59,F,Silver,8,50,7,2708.91,386.99,1,1
CUST_02348,44,F,Silver,30,13,7,4709.42,672.77,0,0
CUST_02349,42,F,Bronze,10,49,2,835.42,417.71,0,0
CUST_02350,40,F,Silver,1,8,5,2176.00,435.20,0,1
CUST_02351,44,F,Silver,9,4,8,7565.03,945.63,0,0
CUST_02352,25,M,Gold,27,2,14,15013.06,1072.36,0,0
CUST_02353,41,Other,Bronze,18,37,3,953.10,317.70,0,0
CUST_02354,23,Other,Bronze,21,20,4,1830.61,457.65,1,1
CUST_02355,53,F,Platinum,8,6,14,43156.96,3082.64,0,0
CUST_02356,43,Other,Silver,7,1,4,2259.82,564.96,1,0
CUST_02357,36,M,Bronze,14,20,2,738.80,369.40,0,0
CUST_02358,46,M,Silver,8,104,7,5765.08,823.58,0,0
CUST_02359,33,M,Bronze,15,15,5,2150.97,430.19,1,0
CUST_02360,35,M,Gold,9,21,14,20438.73,1459.91,1,1
CUST_02361,25,F,Bronze,4,1,4,1360.88,340.22,0,0
CUST_02362,53,Other,Bronze,28,32,4,1301.26,325.31,0,0
CUST_02363,32,F,Silver,5,19,8,4012.46,501.56,0,0
CUST_02364,46,Other,Silver,6,11,10,4885.78,488.58,1,0
CUST_02365,33,Other,Silver,10,59,7,5230.23,747.18,0,0
CUST_02366,42,Other,Silver,6,84,6,3578.93,596.49,0,1
CUST_02367,46,F,Gold,19,5,16,17545.02,1096.56,0,0
CUST_02368,52,M,Bronze,35,3,4,1694.80,423.70,0,0
CUST_02369,37,Other,Silver,8,25,6,4400.42,733.40,0,0
CUST_02370,28,M,Gold,28,93,13,16948.01,1303.69,0,1
CUST_02371,38,Other,Silver,5,40,6,5050.80,841.80,1,1
CUST_02372,19,M,Bronze,3,8,4,1390.60,347.65,0,0
CUST_02373,33,Other,Gold,17,23,14,21252.90,1518.06,0,0
CUST_02374,46,F,Bronze,63,9,2,493.13,246.56,0,0
CUST_02375,52,F,Gold,6,11,18,23398.07,1299.89,0,0
CUST_02376,,F,Bronze,6,70,2,864.27,432.13,0,0
CUST_02377,40,F,Bronze,5,12,4,1473.00,368.25,0,0
CUST_02378,58,F,Gold,5,8,15,17420.32,1161.35,1,0
CUST_02379,30,M,Silver,1,27,6,2693.37,448.89,1,1
CUST_02380,40,M,Silver,26,2,7,4729.63,675.66,1,0
CUST_02381,43,F,Bronze,18,16,4,1279.02,319.75,1,1
CUST_02382,23,F,Silver,55,10,9,6442.08,715.79,1,0
CUST_02383,37,Other,Bronze,50,40,3,1590.87,530.29,1,0
CUST_02384,26,Other,Bronze,8,16,3,1178.30,392.77,0,0
CUST_02385,35,F,Gold,35,25,17,23060.35,1356.49,0,0
CUST_02386,37,F,Bronze,25,6,4,1232.87,308.22,0,0
CUST_02387,25,M,Gold,9,4,12,18890.18,1574.18,0,0
CUST_02388,18,F,Bronze,41,26,4,1423.07,355.77,0,0
CUST_02389,26,Other,Bronze,1,19,3,614.22,204.74,1,0
CUST_02390,20,M,Platinum,54,61,32,69123.15,2160.10,0,0
CUST_02391,46,F,Silver,14,1,7,5039.37,719.91,0,0
CUST_02392,,Other,Gold,39,6,18,22940.69,1274.48,0,0
CUST_02393,54,Other,Gold,9,71,20,22039.91,1102.00,0,0
CUST_02394,44,F,Platinum,61,53,24,62617.93,2609.08,1,0
CUST_02395,27,M,Gold,17,32,16,16048.14,1003.01,0,0
CUST_02396,22,M,Silver,43,9,7,5940.81,848.69,0,0
CUST_02397,40,M,Silver,3,8,7,4479.88,639.98,0,0
CUST_02398,45,F,Bronze,20,40,3,769.50,256.50,0,0
CUST_02399,43,F,Bronze,3,10,2,882.43,441.21,0,0
CUST_02400,31,F,Silver,33,34,7,5920.36,845.77,0,0
CUST_02401,35,Other,Bronze,14,39,3,992.04,330.68,0,0
CUST_02402,34,M,Silver,10,1,6,4855.15,809.19,0,0
CUST_02403,45,M,Gold,4,18,12,11365.40,947.12,0,0
CUST_02404,,F,Silver,18,9,9,5347.58,594.18,1,1
CUST_02405,18,Other,Bronze,11,1,4,884.36,221.09,0,0
CUST_02406,29,M,Bronze,7,11,2,428.93,214.47,1,1
CUST_02407,36,M,Gold,7,23,14,18691.36,1335.10,0,0
CUST_02408,49,Other,Bronze,1,42,5,2168.91,433.78,0,0
CUST_02409,35,M,Bronze,21,2,4,1509.85,377.46,0,0
CUST_02410,,Other,Bronze,35,67,4,1586.00,396.50,2,1
CUST_02411,48,M,Bronze,4,53,2,829.40,414.70,0,1
CUST_02412,31,M,Gold,56,120,8,11118.68,1389.84,2,1
CUST_02413,40,Other,Bronze,1,39,3,826.27,275.42,0,0
CUST_02414,24,Other,Bronze,20,34,5,2577.00,515.40,0,1
CUST_02415,29,Other,Bronze,25,17,4,1567.27,391.82,0,0
CUST_02416,47,F,Gold,72,17,26,33632.80,1293.57,0,0
CUST_02417,23,M,Silver,1,6,12,8428.30,702.36,0,0
CUST_02418,25,M,Silver,20,62,9,6800.47,755.61,1,1
CUST_02419,42,F,Bronze,5,13,4,1178.05,294.51,1,0
CUST_02420,33,F,Bronze,16,16,3,1168.82,389.61,0,0
CUST_02421,35,Other,Silver,4,5,10,6291.56,629.16,1,0
CUST_02422,40,M,Bronze,1,8,4,1589.62,397.40,1,0
CUST_02423,29,F,Silver,25,120,8,4982.76,622.85,0,1
CUST_02424,18,Other,Silver,19,16,9,5980.20,664.47,0,0
CUST_02425,48,Other,Silver,22,59,6,4302.29,717.05,0,0
CUST_02426,35,Other,Silver,19,3,8,5496.71,687.09,1,0
CUST_02427,26,F,Bronze,12,6,3,1122.28,374.09,1,0
CUST_02428,18,F,Silver,28,44,7,4624.45,660.64,1,0
CUST_02429,18,Other,Bronze,6,28,4,1525.48,381.37,1,1
CUST_02430,42,Other,Bronze,15,36,2,629.26,314.63,0,0
CUST_02431,61,M,Silver,26,21,8,3724.52,465.56,1,0
CUST_02432,26,M,Gold,1,94,17,19667.09,1156.89,0,1
CUST_02433,22,F,Bronze,40,11,4,1232.54,308.13,0,0
CUST_02434,35,F,Silver,50,18,12,6459.23,538.27,0,0
CUST_02435,47,Other,Gold,3,31,11,12297.83,1117.98,0,0
CUST_02436,41,F,Silver,1,8,8,5372.22,671.53,0,0
CUST_02437,57,M,Bronze,20,11,3,790.14,263.38,0,0
CUST_02438,40,Other,Platinum,14,13,23,62491.94,2717.04,0,0
CUST_02439,20,M,Gold,58,1,17,20116.86,1183.34,1,0
CUST_02440,43,M,Silver,1,6,8,4369.52,546.19,1,0
CUST_02441,40,M,Bronze,6,11,5,1486.37,297.27,1,0
CUST_02442,33,Other,Bronze,4,37,3,1100.76,366.92,2,1
CUST_02443,,Other,Silver,16,3,8,4081.99,510.25,1,0
CUST_02444,41,Other,Bronze,1,13,3,1309.27,436.42,0,0
CUST_02445,52,M,Bronze,27,4,3,1077.19,359.06,0,0
CUST_02446,38,M,Bronze,23,4,4,1940.48,485.12,0,0
CUST_02447,49,Other,Bronze,8,9,1,460.39,460.39,0,0
CUST_02448,35,F,Bronze,32,57,4,1474.04,368.51,0,1
CUST_02449,36,F,Bronze,1,51,2,946.78,473.39,2,1
CUST_02450,50,M,Silver,52,34,5,2961.61,592.32,1,0
CUST_02451,38,M,Bronze,20,27,3,878.33,292.78,0,0
CUST_02452,23,Other,Bronze,31,9,4,1034.27,258.57,1,0
CUST_02453,45,Other,Silver,8,19,10,6279.00,627.90,1,0
CUST_02454,44,F,Bronze,7,11,3,1166.43,388.81,1,1
CUST_02455,25,M,Gold,3,18,7,6426.19,918.03,1,0
CUST_02456,21,F,Silver,38,24,8,4516.09,564.51,0,0
CUST_02457,36,F,Bronze,21,16,4,1272.37,318.09,0,0
CUST_02458,36,F,Bronze,5,1,5,1555.47,311.09,1,0
CUST_02459,44,M,Bronze,24,15,4,1709.39,427.35,0,0
CUST_02460,42,Other,Bronze,18,8,2,770.43,385.21,0,0
CUST_02461,44,M,Bronze,8,41,3,1047.72,349.24,1,1
CUST_02462,24,Other,Gold,30,3,16,17223.02,1076.44,0,0
CUST_02463,33,Other,Platinum,28,30,25,55787.53,2231.50,0,0
CUST_02464,40,F,Silver,69,37,8,4745.45,593.18,1,0
CUST_02465,37,F,Silver,15,4,9,6949.58,772.18,0,0
CUST_02466,50,Other,Bronze,46,9,3,986.24,328.75,0,0
CUST_02467,25,F,Bronze,23,32,4,901.73,225.43,0,0
CUST_02468,41,F,Silver,2,3,5,2675.39,535.08,0,0
CUST_02469,43,F,Silver,1,13,11,8053.31,732.12,0,0
CUST_02470,55,M,Bronze,8,2,4,1311.30,327.82,0,0
CUST_02471,39,F,Silver,29,18,8,4969.59,621.20,0,0
CUST_02472,28,F,Gold,48,94,11,15898.66,1445.33,0,0
CUST_02473,29,F,Silver,6,7,8,5835.31,729.41,0,0
CUST_02474,44,Other,Bronze,59,23,5,1961.78,392.36,0,0
CUST_02475,39,M,Bronze,10,4,4,1489.82,372.45,2,0
CUST_02476,34,Other,Silver,8,39,6,4166.48,694.41,0,0
CUST_02477,32,F,Bronze,1,20,4,1652.28,413.07,1,1
CUST_02478,28,M,Silver,33,15,7,5709.33,815.62,0,0
CUST_02479,30,M,Platinum,24,18,24,84231.64,3509.65,0,0
CUST_02480,19,Other,Silver,40,1,1,746.29,746.29,1,1
CUST_02481,31,Other,Silver,11,51,8,5696.09,712.01,0,0
CUST_02482,36,Other,Platinum,21,21,27,63025.86,2334.29,0,0
CUST_02483,46,Other,Silver,11,10,3,1539.62,513.21,0,0
CUST_02484,44,Other,Silver,1,14,11,9098.75,827.16,0,0
CUST_02485,65,Other,Bronze,52,67,4,1868.95,467.24,0,0
CUST_02486,27,M,Bronze,20,10,5,2405.02,481.00,0,0
CUST_02487,33,M,Bronze,5,13,4,1442.07,360.52,1,0
CUST_02488,42,F,Bronze,21,1,3,1277.10,425.70,0,0
CUST_02489,25,Other,Platinum,5,12,12,36479.16,3039.93,1,0
CUST_02490,31,Other,Gold,2,38,22,33766.21,1534.83,0,0
CUST_02491,49,Other,Silver,37,13,7,2829.49,404.21,0,0
CUST_02492,50,M,Bronze,1,34,3,1449.28,483.09,1,0
CUST_02493,44,F,Silver,17,26,9,4320.54,480.06,1,0
CUST_02494,65,M,Silver,37,2,9,5784.72,642.75,0,0
CUST_02495,52,F,Platinum,10,1,34,66085.50,1943.69,0,0
CUST_02496,34,Other,Gold,8,38,15,19664.60,1310.97,1,0
CUST_02497,38,F,Silver,53,4,4,3881.81,970.45,0,0
CUST_02498,22,F,Platinum,3,7,33,101957.41,3089.62,0,0
CUST_02499,20,F,Bronze,2,9,3,1018.36,339.45,1,1
CUST_02500,42,M,Gold,30,5,7,8105.25,1157.89,0,0
